id,company_name,location,sector,near_term_status,near_term_target_year
10287,REMONDIS Suécia AB.,Suécia,Transporte Terrestre - Caminhões,Metas definidas,2030
10288,Renall Holding AB,Suécia,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
10289,Rentokil,Suécia,Serviços Especializados ao Consumidor,Comprometido,Não Informado
10290,Resona Utveckling AB,Suécia,Construção Residencial,Metas definidas,2030
10291,RevolutionRace,Suécia,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10292,RG Discovery AB,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10293,Riksbyggen Ekonomisk Förening,Suécia,Imóveis,Metas definidas,2030
10294,Rikshem AB,Suécia,Imóveis,Metas definidas,2030
10295,RISE Research Institutes of Suécia AB,Suécia,Serviços Profissionais,Metas definidas,2030
10296,RugVista AB,Suécia,Varejo,Metas definidas,2030
10297,Rusta AB (publ),Suécia,Varejo,Comprometido,Não Informado
10298,Saab AB,Suécia,Aeroespacial e Defesa,Metas definidas,2030
10299,Samhall AB,Suécia,Serviços Profissionais,Metas definidas,2028
10300,Samhällsbyggnadsbolaget i Norden AB,Suécia,Imóveis,Metas definidas,2030
10301,Sandvik Group,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10302,SBAB,Suécia,"Bancos, Finanças Diversas e Seguros",Compromisso removido,Não Informado
10303,ScandBook Holding AB,Suécia,Produtos Florestais,Metas definidas,2030
10304,Scandi Standard AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10305,Scandic Hotels,Suécia,"Hotéis, Restaurantes, Lazer e Serviços de Turismo",Comprometido,Não Informado
10306,Scandinavian Airlines System Dinamarca-Noruega-Suécia,Suécia,Transporte Aéreo - Companhias Aéreas,Compromisso removido,Não Informado
10307,SCANIA CV,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2025
10308,Scapa Inter AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10309,Seamless Distribution Systems AB,Suécia,Software e Serviços,Comprometido,Não Informado
10310,Securitas AB,Suécia,Serviços Profissionais,Metas definidas,2030
10311,SeenThis AB,Suécia,Software e Serviços,Metas definidas,2030
10312,Sekab BioFuels & Chemicals AB,Suécia,Produtos Químicos,Metas definidas,2030
10313,Semcon AB,Suécia,Serviços Profissionais,Metas definidas,2030
10314,Sergel Group,Suécia,"Serviços Financeiros Especializados, Financiamento ao Consumidor e Corretoras de Seguros",Metas definidas,2030
10315,Simplicity AB,Suécia,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
10316,Sinch AB,Suécia,Serviços de Telecomunicação,Comprometido,Não Informado
10317,Skåne-möllan AB,Suécia,Produção de Alimentos Agrícolas,Metas definidas,2030
10318,Skanska AB,Suécia,Construção e Engenharia,Metas definidas,2030
10319,SkiStar AB,Suécia,"Hotéis, Restaurantes, Lazer e Serviços de Turismo",Metas definidas,2030
10320,Slättö,Suécia,Imóveis,Comprometido,Não Informado
10321,Södra Skogsägarna ekonomisk förening,Suécia,Produtos Florestais,Metas definidas,2030
10322,Solveco AB,Suécia,Produtos Químicos,Metas definidas,2030
10323,Sörby Handelsträdgård Aktiebolag,Suécia,Produção de Alimentos Agrícolas,Metas definidas,2030
10324,Specialfastigheter Sverige AB,Suécia,Imóveis,Metas definidas,2030
10325,Spendrups Bryggeri AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10326,Splitvision Design AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10327,SSAB,Suécia,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2033
10328,Stena Aluminium AB,Suécia,"Mineração - Ferro, Alumínio e Outros Metais",Compromisso removido,Não Informado
10329,Stena Recycling AB,Suécia,Companhias de Gestão de Resíduos Sólidos,Compromisso removido,Não Informado
10330,Stena Recycling Group,Suécia,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
10331,Stena Stål AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
10332,Sterisol AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10333,Stillfront Group AB (publ),Suécia,Software e Serviços,Metas definidas,2030
10334,Storbyggen STHLM AB,Suécia,Materiais de Construção,Metas definidas,2030
10335,Storskogen Group,Suécia,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
10336,Storytel AB (publ),Suécia,Mídia,Compromisso removido,Não Informado
10337,Strömberg Distribution i Flemingsberg AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10338,Subtonomy AB,Suécia,Software e Serviços,Metas definidas,2030
10339,Summa Equity,Suécia,"Serviços Financeiros Especializados, Financiamento ao Consumidor e Corretoras de Seguros",Metas definidas,2030
10340,Sveaskog AB,Suécia,Produtos Florestais,Compromisso removido,Não Informado
10341,Svedbergs Group AB,Suécia,Insumos de Construção,Metas definidas,2030
10342,Svegro Holding AB,Suécia,Produção de Alimentos Agrícolas,Metas definidas,2030
10343,Svenska Handelsbanken (publ),Suécia,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
10344,Svenska Odlarlaget,Suécia,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
10345,Svenska spel,Suécia,"Hotéis, Restaurantes, Lazer e Serviços de Turismo",Metas definidas,2030
10346,Sweco AB,Suécia,Serviços Profissionais,Metas definidas,2030
10347,Swecon,Suécia,Varejo,Comprometido,Não Informado
10348,Swedbank AB,Suécia,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
10349,Swedish Match,Suécia,Tabaco,Metas definidas,2030
10350,Swegon Group AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2030
10351,SydGrönt Ekonomisk Förening,Suécia,Produção de Alimentos Agrícolas,Metas definidas,2030
10352,Systemair AB,Suécia,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10353,Systembolaget AB,Suécia,Varejo,Metas definidas,2030
10354,TATAA Biocenter AB,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10355,Techtum Lab AB,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10356,Tele2 AB,Suécia,Serviços de Telecomunicação,Metas definidas,2029
10357,Telia Company,Suécia,Serviços de Telecomunicação,Metas definidas,2030
10358,Terratech Group AB,Suécia,Construção e Engenharia,Metas definidas,2030
10359,TETRA PAK,Suécia,Recipientes e Embalagens,Metas definidas,2030
10360,TFS HealthScience,Suécia,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
10361,The Nutriment Company AB,Suécia,Processamento de Alimentos e Bebidas,Metas definidas,2030
10362,Thule Group AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10363,TOTEME,Suécia,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
10364,Toyota Material Handling Europe AB,Suécia,Equipamento e Maquinário Elétrico,Metas definidas,2031
10365,Transcom Holding AB,Suécia,Serviços Profissionais,Metas definidas,2033
10366,Transtema Group AB,Suécia,Serviços de Telecomunicação,Metas definidas,2030
10367,Trelleborg AB,Suécia,Construção e Engenharia,Metas definidas,2030
10368,Tricorona Climate Partner AB,Suécia,Serviços Profissionais,Metas definidas,2030
10369,Trioworld Industrier AB,Suécia,Recipientes e Embalagens,Metas definidas,2030
10370,Troax Group AB,Suécia,Insumos de Construção,Comprometido,Não Informado
10371,Trophi Fastighets AB,Suécia,Imóveis,Metas definidas,2030
10372,Trossa AB,Suécia,Serviços Profissionais,Metas definidas,2030
10373,TSS AB,Suécia,Software e Serviços,Metas definidas,2030
10374,U&We AB,Suécia,Serviços Profissionais,Metas definidas,2030
10375,Ulvsbo Maskin AB,Suécia,Construção e Engenharia,Metas definidas,2030
10376,Unisynk AB,Suécia,Hardware e Equipamento de Tecnologia,Metas definidas,2030
10377,Vacse AB (publ),Suécia,Imóveis,Metas definidas,2030
10378,Valcon AB,Suécia,Serviços Profissionais,Comprometido,Não Informado
10379,Vandewiele Suécia AB,Suécia,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10380,Vasakronan AB,Suécia,Imóveis,Metas definidas,2030
10381,Vattenfall AB,Suécia,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2030
10382,Vestum,Suécia,Construção e Engenharia,Comprometido,Não Informado
10383,ViaCon Group,Suécia,Construção e Engenharia,Metas definidas,2030
10384,Viaplay Group AB,Suécia,Mídia,Metas definidas,2030
10385,Vinnergi AB,Suécia,Construção e Engenharia,Comprometido,Não Informado
10386,Vitamin Well AB,Suécia,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
10387,Vitrolife Group,Suécia,Equipamentos e Suprimentos de Saúde,Comprometido,Não Informado
10388,Voi Technology AB,Suécia,Transporte Terrestre - Caminhões,Metas definidas,2030
10389,Volati AB,Suécia,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10390,Volvo Car Group,Suécia,Automóveis e Componentes,Metas definidas,2030
10391,Wallenstam AB,Suécia,Imóveis,Metas definidas,2030
10392,Wellspect AB,Suécia,Equipamentos e Suprimentos de Saúde,Metas definidas,2030
10393,Wenell Management AB,Suécia,Serviços Educacionais,Metas definidas,2030
10394,Werksta Group AB,Suécia,Automóveis e Componentes,Comprometido,Não Informado
10395,Wihlborgs Fastigheter,Suécia,Imóveis,Metas definidas,2030
10396,Willhem AB,Suécia,Imóveis,Metas definidas,2030
10397,Worldfavor,Suécia,Software e Serviços,Metas definidas,2030
10398,Zollner Group AB,Suécia,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10399,Zound Industries International AB,Suécia,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
10400,Zozium AB,Suécia,Serviços Profissionais,Metas definidas,2030
10401,ABB,Suiça,Equipamento e Maquinário Elétrico,Metas definidas,2030
10402,ABB E-mobility Holding AG,Suiça,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
10403,Accelleron Industries AG,Suiça,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10404,Adecco Group AG,Suiça,Serviços Profissionais,Metas definidas,2030
10405,Advanced Digital Broadcast SA,Suiça,Software e Serviços,Metas definidas,2030
10406,Allwyn,Suiça,"Hotéis, Restaurantes, Lazer e Serviços de Turismo",Comprometido,Não Informado
10407,Aluflexpack AG,Suiça,Recipientes e Embalagens,Comprometido,Não Informado
10408,AMAG Group AG,Suiça,Automóveis e Componentes,Metas definidas,2030
10409,Amcor plc,Suiça,Recipientes e Embalagens,Metas definidas,2033
10410,AMEOS Gruppe,Suiça,"Tecnologia, Provedores e Serviços de Saúde",Metas definidas,2034
10411,Andermatt Group AG,Suiça,Produtos Químicos,Comprometido,Não Informado
10412,APG|SGA Allgemeine Plakatgesellschaft AG,Suiça,Mídia,Metas definidas,2030
10413,Arbonia AG,Suiça,Insumos de Construção,Comprometido,Não Informado
10414,Archroma International Ltd,Suiça,Produtos Químicos,Compromisso removido,Não Informado
10415,Arxada AG,Suiça,Produtos Químicos,Metas definidas,2030
10416,Aryzta AG,Suiça,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
10417,Audemars Piguet Holding SA,Suiça,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
10418,Autoneum Holding Ltd,Suiça,Automóveis e Componentes,Metas definidas,2027
10419,Bachem,Suiça,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
10420,Bachmann Forming AG,Suiça,Recipientes e Embalagens,Metas definidas,2030
10421,BALLY SCHUHFABRIKEN AG,Suiça,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10422,Bank J. Safra Sarasin AG,Suiça,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
10423,Barry Callebaut,Suiça,Processamento de Alimentos e Bebidas,Metas definidas,2030
10424,BDO Suiça Ltd,Suiça,Serviços Profissionais,Comprometido,Não Informado
10425,Belimo Holding AG,Suiça,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10426,Bellaplant AG,Suiça,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
10427,Bertschi AG,Suiça,Transporte Terrestre - Caminhões,Comprometido,Não Informado
10428,Bigler AG Fleischwaren,Suiça,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
10429,bio-familia,Suiça,Processamento de Alimentos e Bebidas,Metas definidas,2030
10430,Biogel AG,Suiça,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
10431,BOBST GROUP SA,Suiça,Equipamento e Maquinário Elétrico,Metas definidas,2030
10432,Bodenmann Metzgerei AG,Suiça,Processamento de Alimentos e Bebidas,Metas definidas,2030
10433,Breitling,Suiça,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2032
10434,Bystronic Laser AG,Suiça,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10435,Camenzind + Co. AG,Suiça,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10436,Carbotech AG,Suiça,Serviços Profissionais,Metas definidas,2030
10437,Carno Gallo AG,Suiça,Processamento de Alimentos e Bebidas,Metas definidas,2030
10438,Cartaseta AG,Suiça,Produtos Florestais,Metas definidas,2030
10439,CARTIER,Suiça,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10440,Cavotec,Suiça,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10441,Ceposa AG,Suiça,Processamento de Alimentos e Bebidas,Metas definidas,2030
10442,Chiquita Brands International Sàrl,Suiça,Produção de Alimentos Agrícolas,Metas definidas,2030
10443,Chocoladefabriken Lindt & Sprüngli AG,Suiça,Processamento de Alimentos e Bebidas,Metas definidas,2030
10444,Chopard Holding SA,Suiça,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10445,Clariant AG,Suiça,Produtos Químicos,Metas definidas,2030
10446,Clinique La Prairie,Suiça,"Tecnologia, Provedores e Serviços de Saúde",Metas definidas,2034
10447,Coca-Cola HBC (Hellenic Bottling Company) AG,Suiça,Processamento de Alimentos e Bebidas,Metas definidas,2030
10448,COFCO International,Suiça,Produção de Alimentos Agrícolas,Metas definidas,2033
10449,COFRA Holding AG,Suiça,"Bancos, Finanças Diversas e Seguros",Metas definidas,2025
10450,Comet,Suiça,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10451,Compagnie Financière Richemont SA,Suiça,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
10452,Coop-Gruppe Genossenschaft,Suiça,Varejo,Metas definidas,2030
10453,Corvaglia Closures Eschlikon AG,Suiça,Recipientes e Embalagens,Metas definidas,2030
10454,Credit Suisse Group,Suiça,"Bancos, Finanças Diversas e Seguros",Compromisso removido,Não Informado
10455,D-ploy (Schweiz) GmbH,Suiça,Software e Serviços,Metas definidas,2030
10456,Datwyler Holding Inc.,Suiça,Equipamentos e Suprimentos de Saúde,Comprometido,Não Informado
10457,Denner AG,Suiça,Varejo,Metas definidas,2030
10458,Dettli Sahli AG,Suiça,Construção e Engenharia,Metas definidas,2030
10459,DKSH Holding Ltd.,Suiça,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
10460,dormakaba,Suiça,Hardware e Equipamento de Tecnologia,Metas definidas,2030
10461,DOSIM SA,Suiça,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
10462,Dufry International AG,Suiça,Varejo,Metas definidas,2030
10463,Dumet AG,Suiça,Processamento de Alimentos e Bebidas,Metas definidas,2030
10464,E. Weber & Cie AG (WEBSTAR),Suiça,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
10465,EBM (Genossenschaft Elektra Birseck),Suiça,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2032
10466,EBP Schweiz AG,Suiça,Serviços Profissionais,Metas definidas,2027
10467,ECOM Agroindustrial Corp Ltd,Suiça,Processamento de Alimentos e Bebidas,Compromisso removido,Não Informado
10468,EDAG Engineering Group AG,Suiça,Serviços Profissionais,Comprometido,Não Informado
10469,Egon Zehnder International Ltd,Suiça,Serviços Profissionais,Comprometido,Não Informado
10470,Eldora SA,Suiça,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
10471,Elma Electronic,Suiça,Hardware e Equipamento de Tecnologia,Metas definidas,2030
10472,Emmi Group,Suiça,Processamento de Alimentos e Bebidas,Metas definidas,2027
10473,EMS-CHEMIE AG,Suiça,Produtos Químicos,Comprometido,Não Informado
10474,Endress+Hauser AG,Suiça,Equipamento e Maquinário Elétrico,Metas definidas,2034
10475,Ernst Sutter AG,Suiça,Produção de Alimentos de Origem Animal,Comprometido,Não Informado
10476,Evatec AG,Suiça,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
10477,EVIOSYS Packaging Suiça GmbH,Suiça,Recipientes e Embalagens,Comprometido,Não Informado
10478,F. Hoffmann-La Roche Ltd,Suiça,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2029
10479,Ferring Group,Suiça,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
10480,Firmenich SA,Suiça,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Compromisso removido,Não Informado
10481,Fleischtrocknerei Churwalden AG,Suiça,Processamento de Alimentos e Bebidas,Metas definidas,2030
10482,Florin AG,Suiça,Processamento de Alimentos e Bebidas,Metas definidas,2030
10483,Floripac Büttler AG,Suiça,Varejo,Metas definidas,2030
